"","AC-BB-Stn101-0cm-0d-singlerep","AC-BB-Stn101-0cm-14d-rep1","AC-BB-Stn101-0cm-14d-rep2","AC-BB-Stn101-0cm-14d-rep3","AC-BB-Stn105-0cm-0d-singlerep","AC-BB-Stn105-0cm-14d-rep1","AC-BB-Stn105-0cm-14d-rep2","AC-BB-Stn105-0cm-14d-rep3","AC-BB-Stn108-0cm-0d-singlerep","AC-BB-Stn108-0cm-14d-rep1","AC-BB-Stn108-0cm-14d-rep2","AC-BB-Stn108-0cm-14d-rep3","AC-BB-Stn111-0cm-0d-singlerep","AC-BB-Stn111-0cm-14d-rep1","AC-BB-Stn111-0cm-14d-rep2","AC-BB-Stn111-0cm-14d-rep3","AC-BB-Stn115-0cm-0d-singlerep","AC-BB-Stn115-0cm-14d-rep1","AC-BB-Stn115-0cm-14d-rep2","AC-BB-Stn115-0cm-14d-rep3","AC-BB-Stn117-0cm-0d-singlerep","AC-BB-Stn117-0cm-14d-rep1","AC-BB-Stn117-0cm-14d-rep2","AC-BB-Stn117-0cm-14d-rep3","AC-BB-Stn124-0cm-0d-singlerep","AC-BB-Stn124-0cm-14d-rep1","AC-BB-Stn124-0cm-14d-rep2","AC-BB-Stn124-0cm-14d-rep3","AC-BB-Stn170-0cm-0d-singlerep","AC-BB-Stn170-0cm-14d-rep1","AC-BB-Stn170-0cm-14d-rep2","AC-BB-Stn170-0cm-14d-rep3","AC-BB-Stn172-0cm-0d-singlerep","AC-BB-Stn172-0cm-14d-rep1","AC-BB-Stn172-0cm-14d-rep2","AC-BB-Stn172-0cm-14d-rep3","AC-BB-Stn200-0cm-0d-singlerep","AC-BB-Stn200-0cm-14d-rep1","AC-BB-Stn200-0cm-14d-rep2","AC-BB-Stn200-0cm-14d-rep3","AC-BB-Stn210-0cm-0d-singlerep","AC-BB-Stn210-0cm-14d-rep1","AC-BB-Stn210-0cm-14d-rep2","AC-BB-Stn210-0cm-14d-rep3","AC-BB-Stn250-0cm-0d-singlerep","AC-BB-Stn250-0cm-14d-rep1","AC-BB-Stn250-0cm-14d-rep2","AC-BB-Stn250-0cm-14d-rep3","AC-BB-Stn254-0cm-0d-singlerep","AC-BB-Stn254-0cm-14d-rep1","AC-BB-Stn254-0cm-14d-rep2","AC-BB-Stn254-0cm-14d-rep3","MC-BB-Stn115-0cm-0d","MC-BB-Stn115-0cm-14d","MC-BB-Stn155-0cm-14d-B1","MC-BB-Stn155-0cm-14d-B2","MC-BB-Stn155-0cm-14d-B3","MC-BB-Stn155-Top-0d-B1","MC-BB-Stn155-Top-0d-B2","MC-BB-Stn155-Top-0d-B3","MC-BB-Stn155-Top-7d-B1","MC-BB-Stn155-Top-7d-B2","MC-BB-Stn155-Top-7d-B3","MC-BB-Stn176-0cm-0d","MC-BB-Stn176-0cm-14d","MC-BB-StnFbay-0cm-0d-B4","MC-BB-StnFbay-0cm-0d-B5","MC-BB-StnFbay-0cm-0d-B6","MC-BB-StnFbay-0cm-14d-B4","MC-BB-StnFbay-0cm-14d-B5","MC-BB-StnFbay-0cm-14d-B6","MC-BB-StnFbay-0cm-7d-B4","MC-BB-StnFbay-0cm-7d-B5","MC-BB-StnFbay-0cm-7d-B6","MC-LS-Stn640-0cm-0d-B7","MC-LS-Stn640-0cm-0d-B8","MC-LS-Stn640-0cm-0d-B9","MC-LS-Stn640-0cm-14d-B7","MC-LS-Stn640-0cm-14d-B8","MC-LS-Stn640-0cm-14d-B9","MC-LS-Stn640-0cm-7d-B7","MC-LS-Stn640-0cm-7d-B8","MC-LS-Stn640-0cm-7d-B9","MC-SS-Stn0003-0cm-0d-B1","MC-SS-Stn0003-0cm-0d-B2","MC-SS-Stn0003-0cm-0d-B3","MC-SS-Stn0003-0cm-14d-B1","MC-SS-Stn0003-0cm-14d-B2","MC-SS-Stn0003-0cm-14d-B3","MC-SS-Stn0003-0cm-7d-B1","MC-SS-Stn0003-0cm-7d-B2","MC-SS-Stn0003-0cm-7d-B3","MC-SS-Stn0003-255cm-0d-B4","MC-SS-Stn0003-255cm-0d-B5","MC-SS-Stn0003-255cm-0d-B6","MC-SS-Stn0003-255cm-14d-B4","MC-SS-Stn0003-255cm-14d-B5","MC-SS-Stn0003-255cm-14d-B6","MC-SS-Stn0003-255cm-7d-B4","MC-SS-Stn0003-255cm-7d-B5","MC-SS-Stn0003-255cm-7d-B6","MC-SS-Stn0003-550cm-0d-B7","MC-SS-Stn0003-550cm-0d-B8","MC-SS-Stn0003-550cm-0d-B9","MC-SS-Stn0003-550cm-14d-B7","MC-SS-Stn0003-550cm-14d-B8","MC-SS-Stn0003-550cm-14d-B9","MC-SS-Stn0003-550cm-7d-B7","MC-SS-Stn0003-550cm-7d-B8","MC-SS-Stn0003-550cm-7d-B9","MC-SS-Stn0013-0cm-0d-B10","MC-SS-Stn0013-0cm-0d-B11","MC-SS-Stn0013-0cm-0d-B12","MC-SS-Stn0013-0cm-14d-B10","MC-SS-Stn0013-0cm-14d-B11","MC-SS-Stn0013-0cm-14d-B12","MC-SS-Stn0013-0cm-7d-B10","MC-SS-Stn0013-0cm-7d-B11","MC-SS-Stn0013-0cm-7d-B12","MC-SS-Stn0013-400cm-0d-B13","MC-SS-Stn0013-400cm-0d-B14","MC-SS-Stn0013-400cm-0d-B15","MC-SS-Stn0013-400cm-14d-B13","MC-SS-Stn0013-400cm-14d-B14","MC-SS-Stn0013-400cm-14d-B15","MC-SS-Stn0013-400cm-7d-B13","MC-SS-Stn0013-400cm-7d-B14","MC-SS-Stn0013-400cm-7d-B15","MC-SS-Stn0013-900cm-14d-B16","MC-SS-Stn0013-900cm-14d-B17","MC-SS-Stn0013-900cm-14d-B18","MC-SS-Stn0013-Bottom-0d-B16","MC-SS-Stn0013-Bottom-0d-B17","MC-SS-Stn0013-Bottom-0d-B18","MC-SS-Stn0013-Bottom-7d-B16","MC-SS-Stn0013-Bottom-7d-B17","MC-SS-Stn0013-Bottom-7d-B18","MC-SS-Stn0022-0cm-0d-B1","MC-SS-Stn0022-0cm-0d-B2","MC-SS-Stn0022-0cm-0d-B3","MC-SS-Stn0022-0cm-14d-B1","MC-SS-Stn0022-0cm-14d-B2","MC-SS-Stn0022-0cm-14d-B3","MC-SS-Stn0022-0cm-7d-B1","MC-SS-Stn0022-0cm-7d-B2","MC-SS-Stn0022-0cm-7d-B3","MC-SS-Stn0022-400cm-0d-B4","MC-SS-Stn0022-400cm-0d-B5","MC-SS-Stn0022-400cm-0d-B6","MC-SS-Stn0022-400cm-14d-B4","MC-SS-Stn0022-400cm-14d-B5","MC-SS-Stn0022-400cm-14d-B6","MC-SS-Stn0022-400cm-7d-B4","MC-SS-Stn0022-400cm-7d-B5","MC-SS-Stn0022-400cm-7d-B6","MC-SS-Stn0022-690cm-14d-B7","MC-SS-Stn0022-690cm-14d-B8","MC-SS-Stn0022-690cm-14d-B9","MC-SS-Stn0022-Bottom-0d-B7","MC-SS-Stn0022-Bottom-0d-B8","MC-SS-Stn0022-Bottom-0d-B9","MC-SS-Stn0022-Bottom-7d-B7","MC-SS-Stn0022-Bottom-7d-B8","MC-SS-Stn0022-Bottom-7d-B9","MC-SV-StnJ2007-0cm-0d-B1","MC-SV-StnJ2007-0cm-0d-B2","MC-SV-StnJ2007-0cm-0d-B3","MC-SV-StnJ2007-0cm-7d-B1","MC-SV-StnJ2007-0cm-7d-B2","MC-SV-StnJ2007-0cm-7d-B3","MC-SV-StnJ2007-0cm-b4past","MC-SV-StnJ2016-0cm-0d-B1","MC-SV-StnJ2016-0cm-0d-B2","MC-SV-StnJ2016-0cm-0d-B3","MC-SV-StnJ2016-0cm-7d-B1","MC-SV-StnJ2016-0cm-7d-B2","MC-SV-StnJ2016-0cm-7d-B3","Kingdom","Phylum","Class","Order","Family","Genus","ASVID","Max"
"ASV513",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.843497736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Desulfotomaculia","Desulfotomaculales","Desulfotomaculales_fa","Desulfotomaculum","ASV513",0.843497736
"ASV515",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.587150915,"Bacteria","Firmicutes","Bacilli","Haloplasmatales","Haloplasmataceae","Haloplasma","ASV515",3.587150915
"ASV520",0,14.66159455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.415787365,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcales-Tissierellales_fa","Caloranaerobacter","ASV520",14.66159455
"ASV522",0,0,0,0,0,0,0,0,0,0,0,0,0,2.693310165,0,0,0,8.896210873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Desulfotomaculia","Desulfotomaculales","Desulfallas-Sporotomaculum","Unclassified","ASV522",8.896210873
"ASV525",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.99955377,0,0,0.399450755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Desulfotomaculia","Desulfotomaculales","Desulfallas-Sporotomaculum","Unclassified","ASV525",10.99955377
"ASV533",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.517084052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250710346,2.710792342,0,0,0,0,0,2.787554554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110522948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Aeribacillus","ASV533",2.787554554
"ASV541",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518480763,0.851293831,0.563514425,0.325958119,0.64111126,0.26092967,0.327546675,0,0,0,0,0,0,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","GoM-GC232-4463-Bac1","Unclassified","ASV541",0.851293831
"ASV542",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.762550172,0,0,1.90628638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207427894,0.494189929,0.057024365,0,0,0,0,0.108785057,0.187806992,0.199477232,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Defluviitaleaceae","Defluviitalea","ASV542",1.90628638
"ASV543",0,0,0.351911737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.524475524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185299568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.503520616,0.350730689,0,0.564106697,0.623845885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Aeribacillus","ASV543",0.623845885
"ASV544",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.930343729,0,0,0,0,0,1.587692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Unclassified","ASV544",1.930343729
"ASV547",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07902015,0,0.487299119,0,0,0,0,0.925999629,0.953481653,0.158206081,"Bacteria","Firmicutes","Moorellia","Desulfitibacterales","Desulfitibacteraceae","Desulfitibacter","ASV547",0.953481653
"ASV568",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.337185784,0,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Thermotaleaceae","Crassaminicella","ASV568",3.337185784
"ASV575",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.961411827,1.616134633,0.044928288,0,0,0,0,0.023879647,0.516469229,1.093685514,"Bacteria","Firmicutes","Desulfotomaculia","Desulfotomaculales","Desulfallas-Sporotomaculum","Unclassified","ASV575",1.616134633
"ASV579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.04391315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.406707895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Desulfotomaculia","Desulfotomaculales","Desulfallas-Sporotomaculum","Unclassified","ASV579",5.04391315
"ASV583",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.829763866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcales-Tissierellales_fa","Caloranaerobacter","ASV583",9.829763866
"ASV585",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.396022652,0,0.594435804,0,0,0,0,0,0.187806992,0.251066171,"Bacteria","Firmicutes","Desulfotomaculia","Desulfotomaculales","Desulfotomaculales_fa","Desulfohalotomaculum","ASV585",1.396022652
"ASV600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.290525699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190965363,0.627754775,0.314498013,0,0,0,0,0,0.23475874,0.804787454,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcales-Tissierellales_fa","Brassicibacter","ASV600",4.290525699
"ASV606",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.312271286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Desulfotomaculia","Desulfotomaculales","Desulfallas-Sporotomaculum","Unclassified","ASV606",5.312271286
"ASV619",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.187190972,0,0,2.226426077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Defluviitaleaceae","Defluviitalea","ASV619",2.226426077
"ASV620",0,0,1.436180331,0.998966586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33102331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.634432035,0,0.87470054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Symbiobacteriia","Symbiobacteriales","Symbiobacteraceae","Symbiobacterium","ASV620",2.33102331
"ASV658",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.019156783,0,0,"Bacteria","Firmicutes","Unclassified","Unclassified","Unclassified","Unclassified","ASV658",2.019156783
"ASV679",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168905333,0.057773109,0,0.007513505,0,0,0.061728395,0,0,0.438047559,0.113675117,0.619278406,1.038680265,0.122156943,0.200803213,1.094391245,0.145518044,0.4493821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Fusibacteraceae","Fusibacter","ASV679",1.094391245
